ResourceName,FieldName,IsSensitive,IsComputed
snowflake_secret_with_basic_authentication,describe_output.oauth_access_token_expiry_time,false,true
snowflake_secret_with_basic_authentication,describe_output.integration_name,false,true
snowflake_secret_with_basic_authentication,secret_type,false,true
snowflake_table_column_masking_policy_application,column,false,false
snowflake_table_column_masking_policy_application,masking_policy,false,false
snowflake_table_column_masking_policy_application,table,false,false
snowflake_dynamic_table,refresh_mode_reason,false,true
snowflake_dynamic_table,scheduling_state,false,true
snowflake_dynamic_table,last_suspended_on,false,true
snowflake_dynamic_table,target_lag.maximum_duration,false,false
snowflake_dynamic_table,refresh_mode,false,false
snowflake_dynamic_table,owner,false,true
snowflake_dynamic_table,data_timestamp,false,true
snowflake_dynamic_table,query,false,false
snowflake_dynamic_table,cluster_by,false,true
snowflake_dynamic_table,initialize,false,false
snowflake_dynamic_table,warehouse,false,false
snowflake_function_python,parameters.trace_level,false,true
snowflake_function_python,parameters.enable_console_output,false,true
snowflake_function_python,parameters.log_level,false,true
snowflake_function_python,parameters.metric_level,false,true
snowflake_function_python,packages,false,false
snowflake_function_python,metric_level,false,true
snowflake_function_python,return_results_behavior,false,false
snowflake_function_python,function_definition,false,false
snowflake_function_python,is_aggregate,false,false
snowflake_function_python,log_level,false,true
snowflake_function_python,arguments.arg_data_type,false,false
snowflake_function_python,arguments.arg_default_value,false,false
snowflake_function_python,arguments.arg_name,false,false
snowflake_function_python,function_language,false,true
snowflake_function_python,external_access_integrations,false,false
snowflake_function_python,imports.stage_location,false,false
snowflake_function_python,imports.path_on_stage,false,false
snowflake_function_python,handler,false,false
snowflake_function_python,show_output.secrets,false,true
snowflake_function_python,show_output.schema_name,false,true
snowflake_function_python,show_output.arguments_raw,false,true
snowflake_function_python,show_output.description,false,true
snowflake_function_python,show_output.catalog_name,false,true
snowflake_function_python,show_output.language,false,true
snowflake_function_python,show_output.external_access_integrations,false,true
snowflake_function_python,trace_level,false,true
snowflake_function_python,runtime_version,false,false
snowflake_function_python,is_secure,false,false
snowflake_function_python,null_input_behavior,false,false
snowflake_function_python,return_type,false,false
snowflake_function_python,secrets.secret_variable_name,false,false
snowflake_function_python,secrets.secret_id,false,false
snowflake_notification_integration,gcp_pubsub_subscription_name,false,false
snowflake_notification_integration,azure_tenant_id,false,false
snowflake_notification_integration,aws_sqs_iam_user_arn,false,true
snowflake_notification_integration,direction,false,false
snowflake_notification_integration,aws_sqs_arn,false,false
snowflake_notification_integration,aws_sns_iam_user_arn,false,true
snowflake_notification_integration,aws_sns_topic_arn,false,false
snowflake_notification_integration,gcp_pubsub_topic_name,false,false
snowflake_notification_integration,azure_storage_queue_primary_uri,false,false
snowflake_notification_integration,aws_sqs_external_id,false,true
snowflake_notification_integration,notification_provider,false,false
snowflake_notification_integration,aws_sqs_role_arn,false,false
snowflake_notification_integration,aws_sns_external_id,false,true
snowflake_notification_integration,aws_sns_role_arn,false,false
snowflake_notification_integration,gcp_pubsub_service_account,false,true
snowflake_notification_integration,type,false,false
snowflake_resource_monitor,frequency,false,false
snowflake_resource_monitor,notify_triggers,false,false
snowflake_resource_monitor,show_output.owner,false,true
snowflake_resource_monitor,show_output.start_time,false,true
snowflake_resource_monitor,show_output.end_time,false,true
snowflake_resource_monitor,show_output.level,false,true
snowflake_resource_monitor,show_output.frequency,false,true
snowflake_resource_monitor,notify_users,false,false
snowflake_resource_monitor,start_timestamp,false,false
snowflake_resource_monitor,end_timestamp,false,false
snowflake_row_access_policy,argument.type,false,false
snowflake_row_access_policy,body,false,false
snowflake_row_access_policy,describe_output.return_type,false,true
snowflake_row_access_policy,describe_output.body,false,true
snowflake_row_access_policy,describe_output..signature.type,false,true
snowflake_row_access_policy,show_output.database_name,false,true
snowflake_row_access_policy,show_output.schema_name,false,true
snowflake_row_access_policy,show_output.kind,false,true
snowflake_row_access_policy,show_output.owner,false,true
snowflake_row_access_policy,show_output.owner_role_type,false,true
snowflake_row_access_policy,show_output.options,false,true
snowflake_stream_on_directory_table,show_output.mode,false,true
snowflake_stream_on_directory_table,show_output.stale_after,false,true
snowflake_stream_on_directory_table,show_output.source_type,false,true
snowflake_stream_on_directory_table,show_output.owner_role_type,false,true
snowflake_stream_on_directory_table,show_output.table_name,false,true
snowflake_stream_on_directory_table,show_output.database_name,false,true
snowflake_stream_on_directory_table,show_output.owner,false,true
snowflake_stream_on_directory_table,show_output.base_tables,false,true
snowflake_stream_on_directory_table,show_output.type,false,true
snowflake_stream_on_directory_table,show_output.invalid_reason,false,true
snowflake_stream_on_directory_table,show_output.schema_name,false,true
snowflake_stream_on_directory_table,describe_output.type,false,true
snowflake_stream_on_directory_table,describe_output.owner,false,true
snowflake_stream_on_directory_table,describe_output.table_name,false,true
snowflake_stream_on_directory_table,describe_output.base_tables,false,true
snowflake_stream_on_directory_table,describe_output.stale_after,false,true
snowflake_stream_on_directory_table,describe_output.source_type,false,true
snowflake_stream_on_directory_table,describe_output.mode,false,true
snowflake_stream_on_directory_table,describe_output.invalid_reason,false,true
snowflake_stream_on_directory_table,describe_output.owner_role_type,false,true
snowflake_stream_on_directory_table,describe_output.database_name,false,true
snowflake_stream_on_directory_table,describe_output.schema_name,false,true
snowflake_stream_on_directory_table,stream_type,false,true
snowflake_stream_on_directory_table,stage,false,false
snowflake_stream_on_view,stream_type,false,true
snowflake_stream_on_view,append_only,false,false
snowflake_stream_on_view,describe_output.type,false,true
snowflake_stream_on_view,describe_output.owner,false,true
snowflake_stream_on_view,describe_output.table_name,false,true
snowflake_stream_on_view,describe_output.base_tables,false,true
snowflake_stream_on_view,describe_output.stale_after,false,true
snowflake_stream_on_view,describe_output.source_type,false,true
snowflake_stream_on_view,describe_output.mode,false,true
snowflake_stream_on_view,describe_output.invalid_reason,false,true
snowflake_stream_on_view,describe_output.owner_role_type,false,true
snowflake_stream_on_view,describe_output.database_name,false,true
snowflake_stream_on_view,describe_output.schema_name,false,true
snowflake_stream_on_view,show_initial_rows,false,false
snowflake_stream_on_view,show_output.mode,false,true
snowflake_stream_on_view,show_output.stale_after,false,true
snowflake_stream_on_view,show_output.source_type,false,true
snowflake_stream_on_view,show_output.owner_role_type,false,true
snowflake_stream_on_view,show_output.table_name,false,true
snowflake_stream_on_view,show_output.database_name,false,true
snowflake_stream_on_view,show_output.owner,false,true
snowflake_stream_on_view,show_output.base_tables,false,true
snowflake_stream_on_view,show_output.type,false,true
snowflake_stream_on_view,show_output.invalid_reason,false,true
snowflake_stream_on_view,show_output.schema_name,false,true
snowflake_stream_on_view,at.timestamp,false,false
snowflake_stream_on_view,at.offset,false,false
snowflake_stream_on_view,at.statement,false,false
snowflake_stream_on_view,at.stream,false,false
snowflake_stream_on_view,before.timestamp,false,false
snowflake_stream_on_view,before.offset,false,false
snowflake_stream_on_view,before.statement,false,false
snowflake_stream_on_view,before.stream,false,false
snowflake_stream_on_view,view,false,false
snowflake_api_authentication_integration_with_client_credentials,oauth_client_secret,false,false
snowflake_api_authentication_integration_with_client_credentials,oauth_allowed_scopes,false,false
snowflake_api_authentication_integration_with_client_credentials,oauth_token_endpoint,false,false
snowflake_api_authentication_integration_with_client_credentials,describe_output.auth_type,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_access_token_validity,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_client_id,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_allowed_scopes,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_authorization_endpoint,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_token_endpoint,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_grant,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.parent_integration,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.enabled,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_refresh_token_validity,false,true
snowflake_api_authentication_integration_with_client_credentials,describe_output.oauth_client_auth_method,false,true
snowflake_api_authentication_integration_with_client_credentials,oauth_client_auth_method,false,false
snowflake_api_authentication_integration_with_client_credentials,show_output.integration_type,false,true
snowflake_api_authentication_integration_with_client_credentials,show_output.category,false,true
snowflake_api_authentication_integration_with_client_credentials,oauth_client_id,false,false
snowflake_legacy_service_user,binary_input_format,false,true
snowflake_legacy_service_user,must_change_password,false,false
snowflake_legacy_service_user,client_timestamp_type_mapping,false,true
snowflake_legacy_service_user,timestamp_ntz_output_format,false,true
snowflake_legacy_service_user,query_tag,false,true
snowflake_legacy_service_user,transaction_default_isolation_level,false,true
snowflake_legacy_service_user,display_name,false,false
snowflake_legacy_service_user,default_secondary_roles_option,false,false
snowflake_legacy_service_user,show_output.last_success_login,false,true
snowflake_legacy_service_user,show_output.expires_at_time,false,true
snowflake_legacy_service_user,show_output.type,false,true
snowflake_legacy_service_user,show_output.mins_to_bypass_mfa,false,true
snowflake_legacy_service_user,show_output.default_namespace,false,true
snowflake_legacy_service_user,show_output.mins_to_unlock,false,true
snowflake_legacy_service_user,show_output.days_to_expiry,false,true
snowflake_legacy_service_user,show_output.default_role,false,true
snowflake_legacy_service_user,show_output.ext_authn_uid,false,true
snowflake_legacy_service_user,show_output.owner,false,true
snowflake_legacy_service_user,show_output.last_name,true,true
snowflake_legacy_service_user,show_output.email,true,true
snowflake_legacy_service_user,show_output.default_warehouse,false,true
snowflake_legacy_service_user,show_output.default_secondary_roles,false,true
snowflake_legacy_service_user,show_output.locked_until_time,false,true
snowflake_legacy_service_user,show_output.first_name,true,true
snowflake_legacy_service_user,show_output.login_name,true,true
snowflake_legacy_service_user,show_output.display_name,false,true
snowflake_legacy_service_user,default_namespace,false,false
snowflake_legacy_service_user,email,true,false
snowflake_legacy_service_user,default_warehouse,false,false
snowflake_legacy_service_user,parameters.log_level,false,true
snowflake_legacy_service_user,parameters.noorder_sequence_as_default,false,true
snowflake_legacy_service_user,parameters.timestamp_output_format,false,true
snowflake_legacy_service_user,parameters.prevent_unload_to_internal_stages,false,true
snowflake_legacy_service_user,parameters.client_timestamp_type_mapping,false,true
snowflake_legacy_service_user,parameters.s3_stage_vpce_dns_name,false,true
snowflake_legacy_service_user,parameters.timezone,false,true
snowflake_legacy_service_user,parameters.client_result_column_case_insensitive,false,true
snowflake_legacy_service_user,parameters.client_session_keep_alive_heartbeat_frequency,false,true
snowflake_legacy_service_user,parameters.enable_unload_physical_type_optimization,false,true
snowflake_legacy_service_user,parameters.geometry_output_format,false,true
snowflake_legacy_service_user,parameters.query_tag,false,true
snowflake_legacy_service_user,parameters.statement_timeout_in_seconds,false,true
snowflake_legacy_service_user,parameters.time_output_format,false,true
snowflake_legacy_service_user,parameters.two_digit_century_start,false,true
snowflake_legacy_service_user,parameters.network_policy,false,true
snowflake_legacy_service_user,parameters.client_session_keep_alive,false,true
snowflake_legacy_service_user,parameters.strict_json_output,false,true
snowflake_legacy_service_user,parameters.week_of_year_policy,false,true
snowflake_legacy_service_user,parameters.abort_detached_query,false,true
snowflake_legacy_service_user,parameters.binary_input_format,false,true
snowflake_legacy_service_user,parameters.error_on_nondeterministic_merge,false,true
snowflake_legacy_service_user,parameters.timestamp_tz_output_format,false,true
snowflake_legacy_service_user,parameters.trace_level,false,true
snowflake_legacy_service_user,parameters.unsupported_ddl_action,false,true
snowflake_legacy_service_user,parameters.use_cached_result,false,true
snowflake_legacy_service_user,parameters.binary_output_format,false,true
snowflake_legacy_service_user,parameters.client_memory_limit,false,true
snowflake_legacy_service_user,parameters.client_prefetch_threads,false,true
snowflake_legacy_service_user,parameters.client_result_chunk_size,false,true
snowflake_legacy_service_user,parameters.week_start,false,true
snowflake_legacy_service_user,parameters.enable_unredacted_query_syntax_error,false,true
snowflake_legacy_service_user,parameters.search_path,false,true
snowflake_legacy_service_user,parameters.statement_queued_timeout_in_seconds,false,true
snowflake_legacy_service_user,parameters.timestamp_input_format,false,true
snowflake_legacy_service_user,parameters.timestamp_ltz_output_format,false,true
snowflake_legacy_service_user,parameters.autocommit,false,true
snowflake_legacy_service_user,parameters.client_metadata_request_use_connection_ctx,false,true
snowflake_legacy_service_user,parameters.geography_output_format,false,true
snowflake_legacy_service_user,parameters.jdbc_use_session_timezone,false,true
snowflake_legacy_service_user,parameters.simulated_data_sharing_consumer,false,true
snowflake_legacy_service_user,parameters.transaction_default_isolation_level,false,true
snowflake_legacy_service_user,parameters.timestamp_ntz_output_format,false,true
snowflake_legacy_service_user,parameters.jdbc_treat_timestamp_ntz_as_utc,false,true
snowflake_legacy_service_user,parameters.rows_per_resultset,false,true
snowflake_legacy_service_user,parameters.timestamp_day_is_always_24h,false,true
snowflake_legacy_service_user,parameters.time_input_format,false,true
snowflake_legacy_service_user,parameters.date_input_format,false,true
snowflake_legacy_service_user,parameters.jdbc_treat_decimal_as_int,false,true
snowflake_legacy_service_user,parameters.multi_statement_count,false,true
snowflake_legacy_service_user,parameters.odbc_treat_decimal_as_int,false,true
snowflake_legacy_service_user,parameters.quoted_identifiers_ignore_case,false,true
snowflake_legacy_service_user,parameters.timestamp_type_mapping,false,true
snowflake_legacy_service_user,parameters.transaction_abort_on_error,false,true
snowflake_legacy_service_user,parameters.date_output_format,false,true
snowflake_legacy_service_user,parameters.error_on_nondeterministic_update,false,true
snowflake_legacy_service_user,parameters.json_indent,false,true
snowflake_legacy_service_user,parameters.lock_timeout,false,true
snowflake_legacy_service_user,timestamp_type_mapping,false,true
snowflake_legacy_service_user,binary_output_format,false,true
snowflake_legacy_service_user,trace_level,false,true
snowflake_legacy_service_user,network_policy,false,true
snowflake_legacy_service_user,login_name,true,false
snowflake_legacy_service_user,log_level,false,true
snowflake_legacy_service_user,unsupported_ddl_action,false,true
snowflake_legacy_service_user,rsa_public_key,false,false
snowflake_legacy_service_user,date_output_format,false,true
snowflake_legacy_service_user,geometry_output_format,false,true
snowflake_legacy_service_user,timestamp_input_format,false,true
snowflake_legacy_service_user,geography_output_format,false,true
snowflake_legacy_service_user,default_role,false,false
snowflake_legacy_service_user,search_path,false,true
snowflake_legacy_service_user,disabled,false,false
snowflake_legacy_service_user,s3_stage_vpce_dns_name,false,true
snowflake_legacy_service_user,date_input_format,false,true
snowflake_legacy_service_user,time_output_format,false,true
snowflake_legacy_service_user,user_type,false,true
snowflake_legacy_service_user,time_input_format,false,true
snowflake_legacy_service_user,password,true,false
snowflake_legacy_service_user,simulated_data_sharing_consumer,false,true
snowflake_legacy_service_user,timestamp_tz_output_format,false,true
snowflake_legacy_service_user,rsa_public_key_2,false,false
snowflake_legacy_service_user,timezone,false,true
snowflake_legacy_service_user,timestamp_output_format,false,true
snowflake_legacy_service_user,timestamp_ltz_output_format,false,true
snowflake_grant_database_role,parent_database_role_name,false,false
snowflake_grant_database_role,share_name,false,false
snowflake_grant_database_role,database_role_name,false,false
snowflake_grant_database_role,parent_role_name,false,false
snowflake_network_policy_attachment,network_policy_name,false,false
snowflake_network_policy_attachment,users,false,false
snowflake_object_parameter,key,false,false
snowflake_object_parameter,value,false,false
snowflake_object_parameter,object_type,false,false
snowflake_pipe,notification_channel,false,true
snowflake_pipe,owner,false,true
snowflake_pipe,copy_statement,false,false
snowflake_pipe,aws_sns_topic_arn,false,false
snowflake_pipe,integration,false,false
snowflake_pipe,error_integration,false,false
snowflake_stream_on_table,describe_output.schema_name,false,true
snowflake_stream_on_table,describe_output.owner,false,true
snowflake_stream_on_table,describe_output.type,false,true
snowflake_stream_on_table,describe_output.table_name,false,true
snowflake_stream_on_table,describe_output.base_tables,false,true
snowflake_stream_on_table,describe_output.stale_after,false,true
snowflake_stream_on_table,describe_output.database_name,false,true
snowflake_stream_on_table,describe_output.source_type,false,true
snowflake_stream_on_table,describe_output.mode,false,true
snowflake_stream_on_table,describe_output.invalid_reason,false,true
snowflake_stream_on_table,describe_output.owner_role_type,false,true
snowflake_stream_on_table,before.timestamp,false,false
snowflake_stream_on_table,before.offset,false,false
snowflake_stream_on_table,before.statement,false,false
snowflake_stream_on_table,before.stream,false,false
snowflake_stream_on_table,show_initial_rows,false,false
snowflake_stream_on_table,stream_type,false,true
snowflake_stream_on_table,append_only,false,false
snowflake_stream_on_table,table,false,false
snowflake_stream_on_table,show_output.schema_name,false,true
snowflake_stream_on_table,show_output.mode,false,true
snowflake_stream_on_table,show_output.stale_after,false,true
snowflake_stream_on_table,show_output.table_name,false,true
snowflake_stream_on_table,show_output.source_type,false,true
snowflake_stream_on_table,show_output.owner_role_type,false,true
snowflake_stream_on_table,show_output.database_name,false,true
snowflake_stream_on_table,show_output.owner,false,true
snowflake_stream_on_table,show_output.base_tables,false,true
snowflake_stream_on_table,show_output.type,false,true
snowflake_stream_on_table,show_output.invalid_reason,false,true
snowflake_stream_on_table,at.timestamp,false,false
snowflake_stream_on_table,at.offset,false,false
snowflake_stream_on_table,at.statement,false,false
snowflake_stream_on_table,at.stream,false,false
snowflake_email_notification_integration,allowed_recipients,false,false
snowflake_file_format,escape,false,true
snowflake_file_format,encoding,false,true
snowflake_file_format,timestamp_format,false,true
snowflake_file_format,field_optionally_enclosed_by,false,true
snowflake_file_format,null_if,false,true
snowflake_file_format,format_type,false,false
snowflake_file_format,compression,false,true
snowflake_file_format,time_format,false,true
snowflake_file_format,binary_format,false,true
snowflake_file_format,file_extension,false,false
snowflake_file_format,date_format,false,true
snowflake_file_format,escape_unenclosed_field,false,true
snowflake_file_format,record_delimiter,false,true
snowflake_file_format,field_delimiter,false,true
snowflake_schema,external_volume,false,true
snowflake_schema,storage_serialization_policy,false,true
snowflake_schema,describe_output.kind,false,true
snowflake_schema,parameters.data_retention_time_in_days,false,true
snowflake_schema,parameters.suspend_task_after_num_failures,false,true
snowflake_schema,parameters.user_task_timeout_ms,false,true
snowflake_schema,parameters.external_volume,false,true
snowflake_schema,parameters.trace_level,false,true
snowflake_schema,parameters.task_auto_retry_attempts,false,true
snowflake_schema,parameters.user_task_managed_initial_warehouse_size,false,true
snowflake_schema,parameters.log_level,false,true
snowflake_schema,parameters.user_task_minimum_trigger_interval_in_seconds,false,true
snowflake_schema,parameters.enable_console_output,false,true
snowflake_schema,parameters.max_data_extension_time_in_days,false,true
snowflake_schema,parameters.catalog,false,true
snowflake_schema,parameters.replace_invalid_characters,false,true
snowflake_schema,parameters.storage_serialization_policy,false,true
snowflake_schema,parameters.default_ddl_collation,false,true
snowflake_schema,parameters.quoted_identifiers_ignore_case,false,true
snowflake_schema,parameters.pipe_execution_paused,false,true
snowflake_schema,catalog,false,true
snowflake_schema,trace_level,false,true
snowflake_schema,with_managed_access,false,false
snowflake_schema,show_output.options,false,true
snowflake_schema,show_output.owner_role_type,false,true
snowflake_schema,show_output.dropped_on,false,true
snowflake_schema,show_output.database_name,false,true
snowflake_schema,show_output.owner,false,true
snowflake_schema,show_output.retention_time,false,true
snowflake_schema,default_ddl_collation,false,true
snowflake_schema,log_level,false,true
snowflake_schema,user_task_managed_initial_warehouse_size,false,true
snowflake_schema,is_transient,false,false
snowflake_secret_with_client_credentials,oauth_scopes,false,false
snowflake_secret_with_client_credentials,describe_output.database_name,false,true
snowflake_secret_with_client_credentials,describe_output.owner,false,true
snowflake_secret_with_client_credentials,describe_output.secret_type,false,true
snowflake_secret_with_client_credentials,describe_output.username,false,true
snowflake_secret_with_client_credentials,describe_output.oauth_refresh_token_expiry_time,false,true
snowflake_secret_with_client_credentials,describe_output.oauth_scopes,false,true
snowflake_secret_with_client_credentials,describe_output.schema_name,false,true
snowflake_secret_with_client_credentials,describe_output.oauth_access_token_expiry_time,false,true
snowflake_secret_with_client_credentials,describe_output.integration_name,false,true
snowflake_secret_with_client_credentials,api_authentication,false,false
snowflake_secret_with_client_credentials,secret_type,false,true
snowflake_secret_with_client_credentials,show_output.owner,false,true
snowflake_secret_with_client_credentials,show_output.secret_type,false,true
snowflake_secret_with_client_credentials,show_output.oauth_scopes,false,true
snowflake_secret_with_client_credentials,show_output.schema_name,false,true
snowflake_secret_with_client_credentials,show_output.database_name,false,true
snowflake_secret_with_client_credentials,show_output.owner_role_type,false,true
snowflake_secret_with_generic_string,secret_type,false,true
snowflake_secret_with_generic_string,show_output.secret_type,false,true
snowflake_secret_with_generic_string,show_output.oauth_scopes,false,true
snowflake_secret_with_generic_string,show_output.owner,false,true
snowflake_secret_with_generic_string,show_output.owner_role_type,false,true
snowflake_secret_with_generic_string,show_output.schema_name,false,true
snowflake_secret_with_generic_string,show_output.database_name,false,true
snowflake_secret_with_generic_string,describe_output.oauth_scopes,false,true
snowflake_secret_with_generic_string,describe_output.database_name,false,true
snowflake_secret_with_generic_string,describe_output.owner,false,true
snowflake_secret_with_generic_string,describe_output.secret_type,false,true
snowflake_secret_with_generic_string,describe_output.username,false,true
snowflake_secret_with_generic_string,describe_output.oauth_refresh_token_expiry_time,false,true
snowflake_secret_with_generic_string,describe_output.schema_name,false,true
snowflake_secret_with_generic_string,describe_output.oauth_access_token_expiry_time,false,true
snowflake_secret_with_generic_string,describe_output.integration_name,false,true
snowflake_secret_with_generic_string,secret_string,true,false
snowflake_stage,url,false,false
snowflake_stage,file_format,false,false
snowflake_stage,copy_options,false,false
snowflake_stage,aws_external_id,false,true
snowflake_stage,snowflake_iam_user,false,true
snowflake_stage,tag,false,false
snowflake_stage,directory,false,false
snowflake_stage,credentials,true,false
snowflake_stage,storage_integration,false,false
snowflake_stage,encryption,false,false
snowflake_stream_on_external_table,before.statement,false,false
snowflake_stream_on_external_table,before.stream,false,false
snowflake_stream_on_external_table,before.timestamp,false,false
snowflake_stream_on_external_table,before.offset,false,false
snowflake_stream_on_external_table,insert_only,false,false
snowflake_stream_on_external_table,at.statement,false,false
snowflake_stream_on_external_table,at.stream,false,false
snowflake_stream_on_external_table,at.timestamp,false,false
snowflake_stream_on_external_table,at.offset,false,false
snowflake_stream_on_external_table,describe_output.invalid_reason,false,true
snowflake_stream_on_external_table,describe_output.owner_role_type,false,true
snowflake_stream_on_external_table,describe_output.database_name,false,true
snowflake_stream_on_external_table,describe_output.source_type,false,true
snowflake_stream_on_external_table,describe_output.mode,false,true
snowflake_stream_on_external_table,describe_output.schema_name,false,true
snowflake_stream_on_external_table,describe_output.owner,false,true
snowflake_stream_on_external_table,describe_output.type,false,true
snowflake_stream_on_external_table,describe_output.base_tables,false,true
snowflake_stream_on_external_table,describe_output.stale_after,false,true
snowflake_stream_on_external_table,describe_output.table_name,false,true
snowflake_stream_on_external_table,show_output.schema_name,false,true
snowflake_stream_on_external_table,show_output.mode,false,true
snowflake_stream_on_external_table,show_output.stale_after,false,true
snowflake_stream_on_external_table,show_output.table_name,false,true
snowflake_stream_on_external_table,show_output.source_type,false,true
snowflake_stream_on_external_table,show_output.owner_role_type,false,true
snowflake_stream_on_external_table,show_output.invalid_reason,false,true
snowflake_stream_on_external_table,show_output.database_name,false,true
snowflake_stream_on_external_table,show_output.owner,false,true
snowflake_stream_on_external_table,show_output.base_tables,false,true
snowflake_stream_on_external_table,show_output.type,false,true
snowflake_stream_on_external_table,stream_type,false,true
snowflake_stream_on_external_table,external_table,false,false
snowflake_alert,action,false,false
snowflake_alert,warehouse,false,false
snowflake_alert,alert_schedule..cron.expression,false,false
snowflake_alert,alert_schedule..cron.time_zone,false,false
snowflake_alert,condition,false,false
snowflake_grant_privileges_to_share,on_table,false,false
