ResourceName,FieldName,IsSensitive
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,type,false
snowflake_oauth_integration_for_custom_clients,value,false
snowflake_oauth_integration_for_custom_clients,default,false
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,type,false
snowflake_oauth_integration_for_custom_clients,value,false
snowflake_oauth_integration_for_custom_clients,default,false
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,type,false
snowflake_oauth_integration_for_custom_clients,value,false
snowflake_oauth_integration_for_custom_clients,default,false
snowflake_oauth_integration_for_custom_clients,value,false
snowflake_oauth_integration_for_custom_clients,default,false
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,type,false
snowflake_oauth_integration_for_custom_clients,value,false
snowflake_oauth_integration_for_custom_clients,default,false
snowflake_oauth_integration_for_custom_clients,name,false
snowflake_oauth_integration_for_custom_clients,type,false
snowflake_oauth_integration_for_custom_clients,fully_qualified_name,false
snowflake_oauth_integration_for_custom_clients,oauth_enforce_pkce,false
snowflake_oauth_integration_for_custom_clients,blocked_roles_list,false
snowflake_oauth_integration_for_custom_clients,network_policy,false
snowflake_tag,schema,false
snowflake_tag,allowed_values,false
snowflake_tag,masking_policies,false
snowflake_tag,fully_qualified_name,false
snowflake_tag,name,false
snowflake_tag,database_name,false
snowflake_tag,schema_name,false
snowflake_tag,owner,false
snowflake_tag,allowed_values,false
snowflake_tag,owner_role_type,false
snowflake_tag,name,false
snowflake_tag,database,false
snowflake_api_authentication_integration_with_client_credentials,oauth_client_auth_method,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,oauth_token_endpoint,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,integration_type,false
snowflake_api_authentication_integration_with_client_credentials,category,false
snowflake_api_authentication_integration_with_client_credentials,oauth_client_id,false
snowflake_api_authentication_integration_with_client_credentials,oauth_client_secret,false
snowflake_api_authentication_integration_with_client_credentials,fully_qualified_name,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,name,false
snowflake_api_authentication_integration_with_client_credentials,type,false
snowflake_api_authentication_integration_with_client_credentials,value,false
snowflake_api_authentication_integration_with_client_credentials,default,false
snowflake_api_authentication_integration_with_client_credentials,oauth_allowed_scopes,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_token_endpoint,false
snowflake_api_authentication_integration_with_jwt_bearer,integration_type,false
snowflake_api_authentication_integration_with_jwt_bearer,category,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_client_id,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_client_secret,false
snowflake_api_authentication_integration_with_jwt_bearer,fully_qualified_name,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_authorization_endpoint,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_assertion_issuer,false
snowflake_api_authentication_integration_with_jwt_bearer,oauth_client_auth_method,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_api_authentication_integration_with_jwt_bearer,name,false
snowflake_api_authentication_integration_with_jwt_bearer,type,false
snowflake_api_authentication_integration_with_jwt_bearer,value,false
snowflake_api_authentication_integration_with_jwt_bearer,default,false
snowflake_external_function,name,false
snowflake_external_function,type,false
snowflake_external_function,name,false
snowflake_external_function,value,false
snowflake_external_function,compression,false
snowflake_external_function,fully_qualified_name,false
snowflake_external_function,schema,false
snowflake_external_function,database,false
snowflake_external_function,null_input_behavior,false
snowflake_external_function,api_integration,false
snowflake_external_function,url_of_proxy_and_resource,false
snowflake_external_function,name,false
snowflake_external_function,return_behavior,false
snowflake_external_function,context_headers,false
snowflake_external_function,request_translator,false
snowflake_external_function,return_type,false
snowflake_external_function,response_translator,false
snowflake_secret_with_client_credentials,name,false
snowflake_secret_with_client_credentials,database_name,false
snowflake_secret_with_client_credentials,secret_type,false
snowflake_secret_with_client_credentials,oauth_scopes,false
snowflake_secret_with_client_credentials,owner_role_type,false
snowflake_secret_with_client_credentials,schema_name,false
snowflake_secret_with_client_credentials,owner,false
snowflake_secret_with_client_credentials,oauth_refresh_token_expiry_time,false
snowflake_secret_with_client_credentials,integration_name,false
snowflake_secret_with_client_credentials,name,false
snowflake_secret_with_client_credentials,owner,false
snowflake_secret_with_client_credentials,secret_type,false
snowflake_secret_with_client_credentials,oauth_access_token_expiry_time,false
snowflake_secret_with_client_credentials,username,false
snowflake_secret_with_client_credentials,oauth_scopes,false
snowflake_secret_with_client_credentials,database_name,false
snowflake_secret_with_client_credentials,schema_name,false
snowflake_secret_with_client_credentials,fully_qualified_name,false
snowflake_secret_with_client_credentials,oauth_scopes,false
snowflake_secret_with_client_credentials,name,false
snowflake_secret_with_client_credentials,database,false
snowflake_secret_with_client_credentials,schema,false
snowflake_secret_with_client_credentials,secret_type,false
snowflake_secret_with_client_credentials,api_authentication,false
snowflake_account,region_group,false
snowflake_account,marketplace_consumer_billing_entity_name,false
snowflake_account,old_account_url,false
snowflake_account,organization_name,false
snowflake_account,snowflake_region,false
snowflake_account,restored_on,false
snowflake_account,account_url,false
snowflake_account,organization_url_expiration_on,false
snowflake_account,account_old_url_saved_on,false
snowflake_account,dropped_on,false
snowflake_account,moved_on,false
snowflake_account,account_locator,false
snowflake_account,consumption_billing_entity_name,false
snowflake_account,account_old_url_last_used,false
snowflake_account,moved_to_organization,false
snowflake_account,organization_old_url_last_used,false
snowflake_account,scheduled_deletion_time,false
snowflake_account,account_locator_url,false
snowflake_account,marketplace_provider_billing_entity_name,false
snowflake_account,account_name,false
snowflake_account,organization_old_url,false
snowflake_account,edition,false
snowflake_account,organization_old_url_saved_on,false
snowflake_account,admin_name,true
snowflake_account,first_name,true
snowflake_account,email,true
snowflake_account,edition,false
snowflake_account,region,false
snowflake_account,is_org_admin,false
snowflake_account,name,false
snowflake_account,admin_rsa_public_key,false
snowflake_account,last_name,true
snowflake_account,region_group,false
snowflake_account,fully_qualified_name,false
snowflake_account,admin_password,true
snowflake_account,admin_user_type,false
snowflake_account,must_change_password,false
snowflake_stream_on_external_table,insert_only,false
snowflake_stream_on_external_table,stream_type,false
snowflake_stream_on_external_table,schema_name,false
snowflake_stream_on_external_table,stale_after,false
snowflake_stream_on_external_table,invalid_reason,false
snowflake_stream_on_external_table,owner_role_type,false
snowflake_stream_on_external_table,base_tables,false
snowflake_stream_on_external_table,name,false
snowflake_stream_on_external_table,database_name,false
snowflake_stream_on_external_table,source_type,false
snowflake_stream_on_external_table,mode,false
snowflake_stream_on_external_table,owner,false
snowflake_stream_on_external_table,table_name,false
snowflake_stream_on_external_table,type,false
snowflake_stream_on_external_table,fully_qualified_name,false
snowflake_stream_on_external_table,external_table,false
snowflake_stream_on_external_table,timestamp,false
snowflake_stream_on_external_table,offset,false
snowflake_stream_on_external_table,statement,false
snowflake_stream_on_external_table,stream,false
snowflake_stream_on_external_table,timestamp,false
snowflake_stream_on_external_table,offset,false
snowflake_stream_on_external_table,statement,false
snowflake_stream_on_external_table,stream,false
snowflake_stream_on_external_table,name,false
snowflake_stream_on_external_table,schema,false
snowflake_stream_on_external_table,database,false
snowflake_stream_on_external_table,base_tables,false
snowflake_stream_on_external_table,owner_role_type,false
snowflake_stream_on_external_table,schema_name,false
snowflake_stream_on_external_table,owner,false
snowflake_stream_on_external_table,name,false
snowflake_stream_on_external_table,database_name,false
snowflake_stream_on_external_table,table_name,false
snowflake_stream_on_external_table,stale_after,false
snowflake_stream_on_external_table,invalid_reason,false
snowflake_stream_on_external_table,source_type,false
snowflake_stream_on_external_table,type,false
snowflake_stream_on_external_table,mode,false
snowflake_tag_association,object_identifiers,false
snowflake_tag_association,object_type,false
snowflake_tag_association,tag_id,false
snowflake_tag_association,tag_value,false
snowflake_procedure_python,trace_level,false
snowflake_procedure_python,execute_as,false
snowflake_procedure_python,database,false
snowflake_procedure_python,runtime_version,false
snowflake_procedure_python,schema,false
snowflake_procedure_python,is_secure,false
snowflake_procedure_python,log_level,false
snowflake_procedure_python,stage_location,false
snowflake_procedure_python,path_on_stage,false
snowflake_procedure_python,packages,false
snowflake_procedure_python,name,false
snowflake_procedure_python,procedure_definition,false
snowflake_procedure_python,metric_level,false
snowflake_procedure_python,fully_qualified_name,false
snowflake_procedure_python,return_type,false
snowflake_procedure_python,procedure_language,false
snowflake_procedure_python,null_input_behavior,false
snowflake_procedure_python,external_access_integrations,false
snowflake_procedure_python,key,false
snowflake_procedure_python,value,false
snowflake_procedure_python,default,false
snowflake_procedure_python,level,false
snowflake_procedure_python,description,false
snowflake_procedure_python,key,false
snowflake_procedure_python,value,false
snowflake_procedure_python,default,false
snowflake_procedure_python,level,false
snowflake_procedure_python,description,false
snowflake_procedure_python,description,false
snowflake_procedure_python,key,false
snowflake_procedure_python,value,false
snowflake_procedure_python,default,false
snowflake_procedure_python,level,false
snowflake_procedure_python,key,false
snowflake_procedure_python,value,false
snowflake_procedure_python,default,false
snowflake_procedure_python,level,false
snowflake_procedure_python,description,false
snowflake_procedure_python,handler,false
snowflake_procedure_python,name,false
snowflake_procedure_python,external_access_integrations,false
snowflake_procedure_python,schema_name,false
snowflake_procedure_python,arguments_raw,false
snowflake_procedure_python,description,false
snowflake_procedure_python,secrets,false
snowflake_procedure_python,catalog_name,false
snowflake_procedure_python,arg_name,false
snowflake_procedure_python,arg_data_type,false
snowflake_procedure_python,arg_default_value,false
snowflake_procedure_python,secret_variable_name,false
snowflake_procedure_python,secret_id,false
snowflake_procedure_python,snowpark_package,false
snowflake_function_javascript,fully_qualified_name,false
snowflake_function_javascript,arg_name,false
snowflake_function_javascript,arg_data_type,false
snowflake_function_javascript,arg_default_value,false
snowflake_function_javascript,log_level,false
snowflake_function_javascript,metric_level,false
snowflake_function_javascript,null_input_behavior,false
snowflake_function_javascript,function_language,false
snowflake_function_javascript,key,false
snowflake_function_javascript,value,false
snowflake_function_javascript,default,false
snowflake_function_javascript,level,false
snowflake_function_javascript,description,false
snowflake_function_javascript,key,false
snowflake_function_javascript,value,false
snowflake_function_javascript,default,false
snowflake_function_javascript,level,false
snowflake_function_javascript,description,false
snowflake_function_javascript,default,false
snowflake_function_javascript,level,false
snowflake_function_javascript,description,false
snowflake_function_javascript,key,false
snowflake_function_javascript,value,false
snowflake_function_javascript,key,false
snowflake_function_javascript,value,false
snowflake_function_javascript,default,false
snowflake_function_javascript,level,false
snowflake_function_javascript,description,false
snowflake_function_javascript,secrets,false
snowflake_function_javascript,language,false
snowflake_function_javascript,schema_name,false
snowflake_function_javascript,arguments_raw,false
snowflake_function_javascript,external_access_integrations,false
snowflake_function_javascript,name,false
snowflake_function_javascript,description,false
snowflake_function_javascript,catalog_name,false
snowflake_function_javascript,return_results_behavior,false
snowflake_function_javascript,function_definition,false
snowflake_function_javascript,return_type,false
snowflake_function_javascript,schema,false
snowflake_function_javascript,trace_level,false
snowflake_function_javascript,is_secure,false
snowflake_function_javascript,name,false
snowflake_function_javascript,database,false
snowflake_grant_application_role,application_role_name,false
snowflake_grant_application_role,parent_account_role_name,false
snowflake_grant_application_role,application_name,false
snowflake_grant_privileges_to_share,on_database,false
snowflake_grant_privileges_to_share,on_schema,false
snowflake_grant_privileges_to_share,on_table,false
snowflake_grant_privileges_to_share,on_all_tables_in_schema,false
snowflake_grant_privileges_to_share,on_view,false
snowflake_grant_privileges_to_share,to_share,false
snowflake_grant_privileges_to_share,privileges,false
snowflake_grant_privileges_to_share,on_tag,false
snowflake_grant_privileges_to_share,on_function,false
snowflake_network_policy_attachment,users,false
snowflake_network_policy_attachment,network_policy_name,false
snowflake_account_password_policy_attachment,password_policy,false
snowflake_legacy_service_user,display_name,false
snowflake_legacy_service_user,disabled,false
snowflake_legacy_service_user,must_change_password,false
snowflake_legacy_service_user,default_secondary_roles_option,false
snowflake_legacy_service_user,timezone,false
snowflake_legacy_service_user,geography_output_format,false
snowflake_legacy_service_user,default_warehouse,false
snowflake_legacy_service_user,date_output_format,false
snowflake_legacy_service_user,email,true
snowflake_legacy_service_user,timestamp_tz_output_format,false
snowflake_legacy_service_user,rsa_public_key,false
snowflake_legacy_service_user,default_namespace,false
snowflake_legacy_service_user,time_input_format,false
snowflake_legacy_service_user,query_tag,false
snowflake_legacy_service_user,timestamp_output_format,false
snowflake_legacy_service_user,unsupported_ddl_action,false
snowflake_legacy_service_user,date_input_format,false
